bat_first,city,ground_avg_runs_last15,ground_id,lighting,match id,match_dt,season,series_name,team1,team1_id,team1_roster_ids,team1_winp_team2_last15,team1only_avg_runs_last15,team2,team2_id,team2_roster_ids,team_boundary_ratios,team_count_50runs_last15,team_econ_ratios,team_haul3w_ratios,team_strike_ratios,team_winp_last5,toss decision,toss winner,venue,winner,winner_id,run_rate_season_ratio,nrr_season_ratio,run_rate_overall_ratio,nrr_overall_ratio,run_rate_series_ratio,nrr_series_ratio,run_rate_last10_ratio,nrr_last10_ratio,avgruns_overall_ratio,avgruns_season_ratio,avgruns_series_ratio,avgruns_rolling_ratio,avgwks_overall_ratio,avgwks_season_ratio,avgwks_series_ratio,avgwks_rolling_ratio,rwratio_overall_ratio,rwratio_season_ratio,rwratio_series_ratio,rwratio_rolling_ratio,win_percent_overall_ratio,win_percent_season_ratio,win_percent_series_ratio,win_percent_rolling_ratio,victory_by_runs_overall_ratio,victory_by_wks_overall_ratio,victory_by_runs_season_ratio,victory_by_wks_season_ratio,victory_by_runs_series_ratio,victory_by_wks_series_ratio,victory_by_runs_rolling_ratio,victory_by_wks_rolling_ratio
Mi Is,Mumbai,164.46666666666667,5004,night match,9516415,2023-04-08,2023,In Pr Le,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,33.33,161.73333333333332,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,0.8582474226804123,0.7894736842105263,0.7412150767968643,0.5,0.7083588910877348,1.0,field,Ci Sr Ks,We Sm Mi,Ci Sr Ks,30414,1.1186991869918697,-1.5285159285159289,0.9759683081066692,2.2351104650429785,0.9684878388416007,7.840875643138604,1.0506361582191563,-0.9046778484069573,0.9116017413919829,0.7880184331797235,0.918903979785218,0.972,1.0,0.2857142857142857,0.7692307692307693,0.8461538461538461,0.7596681178266524,0.7880184331797234,0.8423286481364498,1.0467692307692307,0.7043478260869565,0.0,0.75,0.75,-0.4569594397432157,1.4673913043478262,0.0,-inf,-0.2867647058823529,1.4318181818181817,0.2333333333333333,1.2222222222222223
Mi Is,Chennai,159.10714285714286,2050,night match,9592470,2023-05-24,2023,In Pr Le,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,0.0,177.86666666666667,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,1.2677966101694915,1.3333333333333333,0.6495181465746599,0.23529411764705882,0.8561871347861318,1.975609756097561,bat,Mi Is,MA Cm Sm Ck Ci,Mi Is,30435,1.245845614196678,-0.2977930355208422,1.0663427665707828,-0.44332801594645166,1.078305143157677,-0.22470520521293244,1.1710517283126105,-0.3599633948780115,0.932383665716999,1.0572033898305084,0.969156447417317,1.064385150812065,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.9323836657169992,1.4800847457627118,0.9691564474173169,1.3837006960556846,0.7636363636363633,1.4583333333333337,0.7826086956521738,1.75,-0.14999999999999997,-0.65,1.7499999999999996,inf,0.08893280632411064,-1.0434782608695652,-0.7321428571428571,inf
Ka Kt Rs,Mumbai,183.625,2764,night match,9128510,2022-04-15,2022,In Pr Le,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,100.0,148.86666666666667,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,1.3525179856115108,1.7142857142857142,1.0497069346121644,1.2,1.0437894290934497,1.4878048780487805,field,Ss Hd,Be Sm Mi,Ss Hd,36014,1.038317131978951,-1.328488087181337,1.0581127487914503,-0.5262741511231331,1.0700116274636882,-0.39636606986102857,0.9838464254192409,0.3680677044686764,0.9993575329264376,0.9348171701112877,0.9964355152300712,0.9773182121414276,0.9166666666666666,0.7142857142857143,0.7692307692307693,0.9230769230769231,1.1659171217475104,0.9348171701112877,0.9197866294431428,1.2438595427254535,1.8545454545454543,1.2,1.388888888888889,1.75,0.1584090909090909,4.790909090909092,0.4821917808219178,0.7,0.5307855626326965,0.2777777777777778,-0.12931034482758622,2.4545454545454546
Le,Nottingham,146.82142857142858,251,day/night match,9085222,2022-06-21,2022,Vy Bt,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,33.33,157.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,0.7525083612040134,0.9090909090909091,0.8609533885851995,1.3,0.6401859486074553,2.9047619047619047,bat,Le,Tt Be Nm,Le,8301,0.9022015454366938,-7.635977835052297,0.9966717267454039,-0.24061898965418513,0.9966717267454039,-0.24061898965418513,0.911406233956729,-0.1948894058654737,1.0417230010199483,1.001312391516024,1.0417230010199483,1.0337078651685392,0.8571428571428571,0.9333333333333333,0.8571428571428571,0.8666666666666667,0.8929054294456699,0.786745450476876,0.8929054294456699,0.8121990369181381,0.9919028340080972,1.2307692307692308,0.9919028340080972,1.4,-1.059136059136059,-0.019943019943019908,-0.39860139860139865,0.35502958579881655,-1.059136059136059,-0.019943019943019908,-3.947368421052632,0.3846153846153846
Ye,Northampton,172.6818181818182,1637,day/night match,9085320,2022-06-24,2022,Vy Bt,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,100.0,157.6,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,1.019672131147541,0.6666666666666666,1.0512468018482455,1.5,1.0660401728807223,1.0,field,Ne,Cy Gd Nn,Ye,10618,1.0902070899950898,-4.560897659657941,1.0432212034489832,0.05634611205275857,1.0432212034489832,0.05634611205275857,0.9873732417402682,1.1623705699311184,1.055178021722716,1.045443979544398,1.055178021722716,0.9918902058640049,1.0,0.9333333333333333,1.0,0.8666666666666667,1.2662136260672592,1.2545327754532776,1.2662136260672592,1.0910792264504054,1.112781954887218,1.4583333333333337,1.112781954887218,1.0,-2.8658830620855933,-0.7680097680097681,-0.5572625698324022,1.5,-2.8658830620855933,-0.7680097680097681,28.5,-0.3333333333333333
Rl Cs Be,Lucknow,146.45,23498,night match,9516632,2023-05-01,2023,In Pr Le,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,100.0,184.53333333333333,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,1.1504702194357366,1.125,0.7366608449930336,0.5,0.8689083176371408,1.4878048780487805,bat,Rl Cs Be,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Rl Cs Be,30393,1.0760204569971052,0.26616299835633633,0.9698808620766588,0.4251155855873047,1.0027263831901618,0.39141868640002203,1.0662396279266424,0.25310355484981134,0.8972109842110917,0.8796934865900382,0.9267480577136515,0.9728832318760378,1.0,0.875,1.0,1.0,0.8972109842110918,0.9530012771392081,0.9267480577136514,1.1674598782512453,0.9193548387096775,1.2,0.9782608695652175,1.1666666666666667,-0.12327922745017462,1.0887096774193548,-0.38620689655172413,inf,-0.3987815009692605,1.7391304347826086,-0.015384615384615385,inf
Sy Ss,Coffs Harbour,151.5,11206,night match,9272689,2023-01-17,2022/23,Bg Bh Le,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,75.0,157.8,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,1.2417061611374407,1.4444444444444444,1.0671199824522923,1.25,1.0236553982211614,4.809523809523809,field,Ae Ss,Il Ss Sm Cs Hr,Sy Ss,33956,0.9467455621301776,3.7968829251628535,0.9677044000856266,-4.481570806896418,0.9677044000856266,-4.481570806896418,0.9088695652173913,-40.90821399692374,1.0096465629053177,0.9327935222672065,1.0096465629053177,0.9110970996216898,1.0769230769230769,1.25,1.0769230769230769,1.0769230769230769,1.0937837764807612,1.3567905778432094,1.0937837764807612,0.9110970996216898,1.71875,2.2222222222222223,1.71875,1.75,0.48240291262135926,-1.3511029411764706,0.1056105610561056,-2.888888888888889,0.48240291262135926,-1.3511029411764706,-0.8598130841121495,-1.7
An,Sylhet,162.4090909090909,10961,day/night match,9639125,2023-07-16,2023,An tr of Bh,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,50.0,152.6,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,0.8455882352941176,0.4666666666666667,1.0355317490110016,1.7142857142857142,0.9142698111007324,0.3442622950819672,field,Bh,St Il Ct Sm,Bh,188,,,1.0615476398250965,0.5299573831048957,0.6843444806155667,-1.0,0.9465492984877731,0.8850948644645482,1.1175652827352998,,0.6064516129032258,0.9109912339851651,1.2,,0.8,1.1,1.3038261631911832,,0.48516129032258065,1.0511437315213445,1.1733333333333333,,0.0,0.5,-0.7000000000000001,1.8499999999999999,,,-1.0,,1.3053435114503817,2.5714285714285716
Ex,Southampton,146.2,8301,day/night match,9433696,2023-06-23,2023,Vy Bt,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,25.0,186.2,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,1.0634920634920635,1.0666666666666667,1.058068157764764,1.0,1.0074434144081128,1.0,field,He,Te Re Bl Sn,He,7727,1.0463823510969223,0.27705595072884254,1.0293775298499879,0.2004860927289455,1.0293775298499879,0.2004860927289455,1.0569562233325174,0.2801205370332485,0.9838461538461538,1.1018503620273532,0.9838461538461538,1.0801261829652997,0.9375,1.0,0.9375,0.8888888888888888,0.8432967032967035,0.7575221238938052,0.8432967032967035,0.877602523659306,0.9,0.96,0.9,0.8571428571428571,-0.004878048780487805,-1.0,-0.2016260162601626,-0.16,-0.004878048780487805,-1.0,-0.19254658385093165,-0.2
Ra,Nairobi,132.0,4913,day match,9657059,2023-06-11,2023,Ua tr of Ka,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,0.0,0.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,0.017241379310344827,0.3333333333333333,0.005769341718109965,0.5,0.0031149089927422617,0.0123456790123456,bat,Ra,Ga Cb Gd Ni,Ua,251,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,-0.0,0.0,-0.0,,-0.0,,-0.0,0.0
Cm Cs,Chattogram,157.16666666666666,13530,night match,9457468,2023-01-16,2022/23,Bh Pr Le,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,0.0,163.3846153846154,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,0.5942028985507246,0.6153846153846154,0.7433220059726083,0.5714285714285714,0.7199903589628489,1.4878048780487805,bat,Cm Cs,Zr Ad Cy Sm Cm,Ca Vs,40298,1.1197298325722982,0.854192448345589,1.0748701832778877,0.6554524531526881,1.0748701832778877,0.6554524531526881,1.1132234694689915,0.865568173598552,1.040302782324059,1.177548682703322,1.040302782324059,1.0671542553191489,0.75,1.2,0.75,0.6875,0.845246010638298,4.710194730813288,0.845246010638298,1.2611823017408126,0.923076923076923,inf,0.923076923076923,1.0,-0.5128205128205128,-0.6293706293706293,0.5098039215686274,-2.2666666666666666,-0.5128205128205128,-0.6293706293706293,-1.222222222222222,0.09090909090909091
Oo,Alexandra,0.0,5382,day/night match,9866373,2023-12-28,2023/24,Sr Sh,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,0.0,165.73333333333332,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,1.1751824817518248,1.4,1.0220327999601215,0.6666666666666666,1.69838096800936,1.4878048780487805,bat,Oo,Mx Pk Aa,Wn,18570,0.7904022582921666,-1.0,0.9602133231062308,-0.9497939648156969,0.9602133231062308,-0.9497939648156969,0.9537788286601027,-0.3336170889343261,0.9463850528025995,0.6837606837606838,0.9463850528025995,1.0136629798308394,0.7142857142857143,0.5,0.7142857142857143,0.7142857142857143,0.8280869212022746,0.3418803418803419,0.8280869212022746,1.0136629798308394,0.3333333333333333,0.0,0.3333333333333333,0.5,-1.6770833333333335,-1.5588235294117647,-1.0,,-1.6770833333333335,-1.5588235294117647,-0.5616438356164383,-4.666666666666667
Da Aa,Colombo,137.8,7041,night match,9680264,2023-08-12,2023,La Pr Le,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,80.0,148.6,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,1.1791044776119404,1.125,0.6594145052903526,1.0,1.1268451203408716,3.857142857142857,bat,Da Aa,R Pa Sm Co,Da Aa,47508,0.9366426479229162,8.51733125265862,1.0077218313076852,-0.27559442656502925,1.0077218313076852,-0.27559442656502925,0.9907076483202287,-0.4658499419842763,0.9762470308788598,0.9042769857433809,0.9762470308788598,0.9813753581661891,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.4,1.0459789616559212,1.2057026476578414,1.0459789616559212,1.0514735980352028,1.607142857142857,3.0000000000000004,1.607142857142857,2.0833333333333335,0.4357707509881423,-4.500000000000002,-3.5625,inf,0.4357707509881423,-4.500000000000002,0.4438405797101449,-0.625
Ed,Manchester,149.06666666666666,538,night match,9352356,2023-09-01,2023,Nw Zd tr of Ed,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,50.0,169.73333333333332,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,1.202127659574468,1.15,0.9133417100953717,0.875,0.9742033222497121,1.0,bat,Ed,Od Td Mr,Ed,20,0.0,0.0,1.0811724065106876,0.13403598189384885,,,1.039766061553606,0.010690320371422795,1.0615704461858309,,,1.0942513368983957,1.0,,,1.1666666666666667,0.8846420384881923,,,1.0942513368983957,1.04,0.0,,2.0,0.6607929515418502,-27.50000000000003,0.0,-0.0,,,-0.4438775510204081,-1.2
