match id,team1,team2,winner,by,win amount,toss winner,toss decision,match_dt,series_name,season,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team2_id,winner_id,player_of_the_match_id,bat_first,team1_run_rate_overall,team2_run_rate_overall,team1_nrr_overall,team2_nrr_overall,team1_run_rate,team2_run_rate,team1_run_rate_season,team2_run_rate_season,team1_nrr_season,team2_nrr_season,team1_run_rate_series,team2_run_rate_series,team1_nrr_series,team2_nrr_series,team1_run_rate_last10,team2_run_rate_last10,team1_nrr_last10,team2_nrr_last10,team1_avgruns_overall,team1_avgruns_season,team1_avgruns_series,team1_avgruns_rolling,team2_avgruns_overall,team2_avgruns_season,team2_avgruns_series,team2_avgruns_rolling,team1_avgwks_overall,team1_avgwks_season,team1_avgwks_series,team1_avgwks_rolling,team2_avgwks_overall,team2_avgwks_season,team2_avgwks_series,team2_avgwks_rolling,team1_rwratio_overall,team1_rwratio_season,team1_rwratio_series,team1_rwratio_rolling,team2_rwratio_overall,team2_rwratio_season,team2_rwratio_series,team2_rwratio_rolling,team1_win_percent_overall,team1_win_percent_season,team1_win_percent_series,team1_win_percent_rolling,team1_victory_by_runs_overall,team1_victory_by_wks_overall,team1_victory_by_runs_season,team1_victory_by_wks_season,team1_victory_by_runs_series,team1_victory_by_wks_series,team1_victory_by_runs_rolling,team1_victory_by_wks_rolling,team2_win_percent_overall,team2_win_percent_season,team2_win_percent_series,team2_win_percent_rolling,team2_victory_by_runs_overall,team2_victory_by_wks_overall,team2_victory_by_runs_season,team2_victory_by_wks_season,team2_victory_by_runs_series,team2_victory_by_wks_series,team2_victory_by_runs_rolling,team2_victory_by_wks_rolling
8587970,Sy Tr,Be Ht,Be Ht,wickets,5.0,Sy Tr,bat,2021-01-04,Bg Bh Le,2020/21,174,8,123,175.0,5.0,124.0,33963,33921,33921,2286437.0,Sy Tr,9.486486486486486,8.621848739495798,0.0902600713921462,0.7647058823529411,8.487804878048781,8.46774193548387,9.486486486486486,8.621848739495798,0.0902600713921462,0.7647058823529411,9.486486486486486,8.621848739495798,0.0902600713921462,0.7647058823529411,9.486486486486486,8.621848739495798,0.0902600713921462,0.7647058823529411,117.0,117.0,117.0,117.0,171.0,171.0,171.0,171.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,58.5,58.5,58.5,58.5,28.5,28.5,28.5,28.5,100.0,100.0,100.0,100.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,100.0,100.0,100.0,100.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0
8587844,Ae Ss,Me Rs,Ae Ss,runs,60.0,Ae Ss,bat,2021-01-05,Bg Bh Le,2020/21,171,5,126,111.0,10.0,116.0,33914,33942,33914,5776490.0,Ae Ss,8.38888888888889,8.025974025974026,1.188888888888889,-1.1305477131564086,8.142857142857142,5.741379310344827,8.38888888888889,8.025974025974026,1.188888888888889,-1.1305477131564086,8.38888888888889,8.025974025974026,1.188888888888889,-1.1305477131564086,8.38888888888889,8.025974025974026,1.188888888888889,-1.1305477131564086,150.0,150.0,150.0,150.0,127.5,127.5,127.5,127.5,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,37.5,37.5,37.5,37.5,15.9375,15.9375,15.9375,15.9375,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,0.0,0.0,0.0,-51.5,0.0,-51.5,0.0,-51.5,0.0,-51.5,0.0
8587816,Ph Ss,Sy Ss,Ph Ss,runs,86.0,Sy Ss,field,2021-01-06,Bg Bh Le,2020/21,183,4,123,97.0,10.0,100.0,33935,33956,33935,1907163.0,Ph Ss,6.675,8.102564102564102,-2.2766129032258062,0.2091214796132821,8.926829268292684,5.82,6.675,8.102564102564102,-2.2766129032258062,0.2091214796132821,6.675,8.102564102564102,-2.2766129032258062,0.2091214796132821,6.675,8.102564102564102,-2.2766129032258062,0.2091214796132821,185.0,185.0,185.0,185.0,158.0,158.0,158.0,158.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,61.666666666666664,61.666666666666664,61.666666666666664,61.666666666666664,28.727272727272727,28.727272727272727,28.727272727272727,28.727272727272727,100.0,100.0,100.0,100.0,96.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,50.0,50.0,50.0,50.0,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5
8587858,Be Ht,Me Ss,Be Ht,runs,17.0,Me Ss,field,2021-01-07,Bg Bh Le,2020/21,115,3,63,111.0,5.0,61.0,33921,33949,33921,2286472.0,Be Ht,8.54320987654321,7.676113360323886,0.37453517774802947,-0.7190479299986938,10.952380952380953,10.918032786885245,8.54320987654321,7.676113360323886,0.37453517774802947,-0.7190479299986938,8.54320987654321,7.676113360323886,0.37453517774802947,-0.7190479299986938,8.54320987654321,7.676113360323886,0.37453517774802947,-0.7190479299986938,173.0,173.0,173.0,173.0,163.0,163.0,163.0,163.0,8.0,8.0,8.0,8.0,5.5,5.5,5.5,5.5,31.454545454545453,31.454545454545453,31.454545454545453,31.454545454545453,21.733333333333334,21.733333333333334,21.733333333333334,21.733333333333334,100.0,100.0,100.0,100.0,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,50.0,50.0,50.0,50.0,-5.5,0.0,-5.5,0.0,-5.5,0.0,-5.5,0.0
8588110,Sy Tr,Ht Hs,Sy Tr,runs,39.0,Ht Hs,field,2021-01-07,Bg Bh Le,2020/21,167,5,123,128.0,8.0,125.0,33963,33928,33963,5497274.0,Sy Tr,8.862944162436548,7.676113360323886,-0.03270801147649571,-0.7190479299986938,8.146341463414634,6.144,8.862944162436548,7.676113360323886,-0.03270801147649571,-0.7190479299986938,8.862944162436548,7.676113360323886,-0.03270801147649571,-0.7190479299986938,8.862944162436548,7.676113360323886,-0.03270801147649571,-0.7190479299986938,145.5,145.5,145.5,145.5,168.5,168.5,168.5,168.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5,29.1,29.1,29.1,29.1,30.636363636363637,30.636363636363637,30.636363636363637,30.636363636363637,50.0,50.0,50.0,50.0,3.5,-2.5,3.5,-2.5,3.5,-2.5,3.5,-2.5,50.0,50.0,50.0,50.0,5.5,0.0,5.5,0.0,5.5,0.0,5.5,0.0
8638062,Cl Ds,Oo,Cl Ds,runs,53.0,Oo,field,2021-01-08,Sr Sh,2020/21,223,5,127,170.0,8.0,126.0,17744,18360,17744,,Cl Ds,6.841121495327103,7.428571428571429,1.179831172746458,0.2566964285714288,10.535433070866143,8.095238095238095,6.841121495327103,7.428571428571429,1.179831172746458,0.2566964285714288,6.841121495327103,7.428571428571429,1.179831172746458,0.2566964285714288,6.841121495327103,7.428571428571429,1.179831172746458,0.2566964285714288,117.0,117.0,117.0,117.0,156.0,156.0,156.0,156.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,13.0,13.0,13.0,13.0,19.5,19.5,19.5,19.5,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
8587795,Ae Ss,Me Rs,Me Rs,wickets,6.0,Ae Ss,bat,2021-01-08,Bg Bh Le,2020/21,177,7,126,178.0,4.0,122.0,33914,33942,33942,181404.0,Ae Ss,8.256410256410257,7.044444444444444,1.7584849452069378,-1.7533083645443206,8.428571428571429,8.754098360655737,8.256410256410257,7.044444444444444,1.7584849452069378,-1.7533083645443206,8.256410256410257,7.044444444444444,1.7584849452069378,-1.7533083645443206,8.256410256410257,7.044444444444444,1.7584849452069378,-1.7533083645443206,160.5,160.5,160.5,160.5,122.0,122.0,122.0,122.0,6.5,6.5,6.5,6.5,3.0,3.0,3.0,3.0,35.666666666666664,35.666666666666664,35.666666666666664,35.666666666666664,12.2,12.2,12.2,12.2,50.0,50.0,50.0,50.0,30.0,-3.5,30.0,-3.5,30.0,-3.5,30.0,-3.5,0.0,0.0,0.0,0.0,-54.333333333333336,0.0,-54.333333333333336,0.0,-54.333333333333336,0.0,-54.333333333333336,0.0
8588159,Ph Ss,Sy Tr,Ph Ss,runs,17.0,Sy Tr,field,2021-01-09,Bg Bh Le,2020/21,185,6,123,168.0,10.0,123.0,33935,33963,33935,5419574.0,Ph Ss,6.2,7.807453416149069,-2.7392712550607294,-0.8271074903665125,9.024390243902438,8.195121951219512,6.2,7.807453416149069,-2.7392712550607294,-0.8271074903665125,6.2,7.807453416149069,-2.7392712550607294,-0.8271074903665125,6.2,7.807453416149069,-2.7392712550607294,-0.8271074903665125,184.0,184.0,184.0,184.0,152.66666666666666,152.66666666666666,152.66666666666666,152.66666666666666,10.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,52.57142857142857,52.57142857142857,52.57142857142857,52.57142857142857,30.53333333333333,30.53333333333333,30.53333333333333,30.53333333333333,100.0,100.0,100.0,100.0,91.0,0.0,91.0,0.0,91.0,0.0,91.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,15.333333333333334,-1.6666666666666667,15.333333333333334,-1.6666666666666667,15.333333333333334,-1.6666666666666667,15.333333333333334,-1.6666666666666667
8638069,Wn,Nn Ds,Wn,runs,80.0,Nn Ds,field,2021-01-09,Sr Sh,2020/21,185,7,124,105.0,10.0,99.0,18570,17982,18570,,Wn,9.402061855670103,7.818181818181818,2.571292624900873,1.252736792003808,8.951612903225806,6.363636363636363,9.402061855670103,7.818181818181818,2.571292624900873,1.252736792003808,9.402061855670103,7.818181818181818,2.571292624900873,1.252736792003808,9.402061855670103,7.818181818181818,2.571292624900873,1.252736792003808,152.0,152.0,152.0,152.0,141.0,141.0,141.0,141.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,152.0,152.0,152.0,152.0,23.5,23.5,23.5,23.5,100.0,100.0,100.0,100.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0,-1.6666666666666667,0.0,-1.6666666666666667,0.0,-1.6666666666666667,0.0,-1.6666666666666667
8587998,Be Ht,Sy Ss,Sy Ss,wickets,3.0,Sy Ss,field,2021-01-10,Bg Bh Le,2020/21,148,10,123,152.0,7.0,122.0,33921,33956,33956,34061.0,Be Ht,9.019736842105264,7.419161676646707,0.28896761133603377,-0.8206203397020682,7.219512195121951,7.475409836065574,9.019736842105264,7.419161676646707,0.28896761133603377,-0.8206203397020682,9.019736842105264,7.419161676646707,0.28896761133603377,-0.8206203397020682,9.019736842105264,7.419161676646707,0.28896761133603377,-0.8206203397020682,153.66666666666666,153.66666666666666,153.66666666666666,153.66666666666666,137.66666666666666,137.66666666666666,137.66666666666666,137.66666666666666,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,30.73333333333333,30.73333333333333,30.73333333333333,30.73333333333333,17.208333333333332,17.208333333333332,17.208333333333332,17.208333333333332,100.0,100.0,100.0,100.0,5.666666666666667,3.0,5.666666666666667,3.0,5.666666666666667,3.0,5.666666666666667,3.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,-28.666666666666668,1.0,-28.666666666666668,1.0,-28.666666666666668,1.0,-28.666666666666668,1.0
8710176,Oa,Bl,Bl,wickets,9.0,Bl,field,2021-01-10,Sd Mq Ai Ty,2020/21,113,10,122,114.0,1.0,74.0,14286,11374,11374,,Oa,0.0,0.0,0.0,0.0,5.557377049180328,9.243243243243244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710197,Gt,Ma,Gt,runs,29.0,Ma,field,2021-01-10,Sd Mq Ai Ty,2020/21,157,8,121,128.0,10.0,119.0,12473,13705,12473,,Gt,0.0,0.0,0.0,0.0,7.785123966942149,6.453781512605042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710190,Am,Hd Ia,Am,runs,2.0,Hd Ia,field,2021-01-10,Sd Mq Ai Ty,2020/21,159,5,124,157.0,8.0,122.0,11220,12718,11220,,Am,0.0,0.0,0.0,0.0,7.693548387096774,7.721311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710183,Tl Nu,Jd,Tl Nu,runs,66.0,Jd,field,2021-01-10,Sd Mq Ai Ty,2020/21,189,5,127,123.0,7.0,123.0,15301,45919,15301,,Tl Nu,0.0,0.0,0.0,0.0,8.929133858267717,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710162,Pb,Ur Ph,Pb,runs,11.0,Pb,bat,2021-01-10,Sd Mq Ai Ty,2020/21,134,7,121,123.0,5.0,123.0,14454,15497,14454,,Pb,0.0,0.0,0.0,0.0,6.644628099173554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710169,Ta,Rs,Rs,wickets,6.0,Rs,field,2021-01-10,Sd Mq Ai Ty,2020/21,170,3,123,173.0,4.0,126.0,15413,13131,13131,,Ta,0.0,0.0,0.0,0.0,8.292682926829269,8.238095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710204,Hl Ph,Ch,Hl Ph,runs,32.0,Ch,field,2021-01-10,Sd Mq Ai Ty,2020/21,173,5,125,141.0,8.0,125.0,12634,32388,12634,,Hl Ph,0.0,0.0,0.0,0.0,8.304,6.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8638076,Cl Ds,Cy,Cl Ds,runs,18.0,Cl Ds,bat,2021-01-10,Sr Sh,2020/21,186,5,127,168.0,6.0,125.0,17744,17653,17744,,Cl Ds,7.51931330472103,11.785714285714286,-0.6081767351196072,2.3311688311688314,8.78740157480315,8.064,7.51931330472103,11.785714285714286,-0.6081767351196072,2.3311688311688314,7.51931330472103,11.785714285714286,-0.6081767351196072,2.3311688311688314,7.51931330472103,11.785714285714286,-0.6081767351196072,2.3311688311688314,170.0,170.0,170.0,170.0,55.0,55.0,55.0,55.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,24.285714285714285,24.285714285714285,24.285714285714285,24.285714285714285,inf,inf,inf,inf,50.0,50.0,50.0,50.0,26.5,-3.0,26.5,-3.0,26.5,-3.0,26.5,-3.0,100.0,100.0,100.0,100.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
8710211,Ba,Ud,Ba,runs,5.0,Ud,field,2021-01-10,Sd Mq Ai Ty,2020/21,168,7,126,163.0,6.0,128.0,11283,45961,11283,,Ba,0.0,0.0,0.0,0.0,8.0,7.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710155,Ka,Ju  Kr,Ka,runs,43.0,Ju  Kr,field,2021-01-10,Sd Mq Ai Ty,2020/21,150,5,123,107.0,10.0,114.0,13474,13166,13474,,Ka,0.0,0.0,0.0,0.0,7.317073170731708,5.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8588145,Me Ss,Ae Ss,Ae Ss,wickets,5.0,Me Ss,bat,2021-01-11,Bg Bh Le,2020/21,149,7,122,150.0,5.0,118.0,33949,33914,33914,6718844.0,Me Ss,8.318181818181818,8.316666666666666,-0.5950014615609476,1.0604683195592282,7.327868852459017,7.627118644067797,8.318181818181818,8.316666666666666,-0.5950014615609476,1.0604683195592282,8.318181818181818,8.316666666666666,-0.5950014615609476,1.0604683195592282,8.318181818181818,8.316666666666666,-0.5950014615609476,1.0604683195592282,145.66666666666666,145.66666666666666,145.66666666666666,145.66666666666666,166.0,166.0,166.0,166.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,24.277777777777775,24.277777777777775,24.277777777777775,24.277777777777775,33.2,33.2,33.2,33.2,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,-9.333333333333334,0.0,-9.333333333333334,0.0,-9.333333333333334,0.0,-9.333333333333334,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,20.0,-4.333333333333333,20.0,-4.333333333333333,20.0,-4.333333333333333,20.0,-4.333333333333333
8710246,Di,Mi,Di,runs,76.0,Mi,field,2021-01-11,Sd Mq Ai Ty,2020/21,206,4,125,130.0,10.0,113.0,12046,11591,12046,,Di,0.0,0.0,0.0,0.0,9.888,6.902654867256637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
